date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:35:47	22058/22058	---M--	200	added ('OK')	image/png	etag:%22c3bb51dde8aa4712756b9d2889a43a35%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/figures/mutation.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/figures/mutation.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/)
18:35:48	74641/74641	---M--	200	added ('OK')	image/png	etag:%220f683fa60c85eb588ffb98f24ce0c211%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/figures/string-vs-stringbuilder.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/figures/string-vs-stringbuilder.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/)
18:35:49	41576/41576	---M--	200	added ('OK')	image/png	etag:%229d870ad1b3726575b104c08044079f5c%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/figures/iterator.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/figures/iterator.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/)
18:35:50	11301/11301	---M--	200	added ('OK')	image/png	etag:%2245bee46b3a642fbde76070260911364c%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/10-recursion/figures/factorial-product.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/10-recursion/figures/factorial-product.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/10-recursion/)
18:35:51	11872/11872	---M--	200	added ('OK')	image/png	etag:%22060439463a8cb4854f0a327f3a6d8c61%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/10-recursion/figures/factorial-recurrence.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/10-recursion/figures/factorial-recurrence.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/10-recursion/)
18:35:52	146887/146887	---M--	200	added ('OK')	image/png	etag:%2271e385fdcd5bc3939e4c5ab862e727c2%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/11-debugging/figures/dataflow.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/11-debugging/figures/dataflow.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/11-debugging/)
18:35:53	51921/51921	---M--	200	added ('OK')	image/png	etag:%22debab6dd1c1292bd0781864985c83811%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/retweetLater.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/retweetLater.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/)
18:35:54	76102/76102	---M--	200	added ('OK')	image/png	etag:%22248d6fa4a54cc2f5ed0b39610b9efd0f%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/tweetEveryHourToday.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/tweetEveryHourToday.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/)
18:35:56	34758/34758	---M--	200	added ('OK')	image/png	etag:%226078fe956f797efe4dd7d3b07049f0ef%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/charset-af-ri.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/charset-af-ri.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/)
18:35:56	5006/5006	---M-Z	200	added ('OK')	text/xml	etag:%222066c6dd5027a68345d715a16b74fdc7%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/charset-norepeats.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/charset-norepeats.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/)
18:35:57	5406/5406	---M-Z	200	added ('OK')	text/xml	etag:%22e5013513b5b5f77c8864183b40d7eba3%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/charset-sorted.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/charset-sorted.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/)
18:35:58	4794/4794	---M-Z	200	added ('OK')	text/xml	etag:%22c040983a4a71c62af758f3f5c43c59a0%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/charset-sortedrange.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/charset-sortedrange.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/)
18:35:59	112312/112312	---M--	200	added ('OK')	image/png	etag:%223c6fccd73e94dc5aac884a2585445db9%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/ratnum-af-ri.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/figures/ratnum-af-ri.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/13-abstraction-functions-rep-invariants/)
18:36:00	32879/32879	---M-Z	200	added ('OK')	text/html	etag:%220efff22e6e640cb677db56b9f7a61448%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/16-recursive-data-types/matexpr/	ocw.mit.edu/ans7870/6/6.005/s16/classes/16-recursive-data-types/matexpr/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/16-recursive-data-types/)
18:36:00	48873/48873	---M-Z	200	added ('OK')	text/html	etag:%22eee9e468f515acb6b2a208e479871d73%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/16-recursive-data-types/recursive/	ocw.mit.edu/ans7870/6/6.005/s16/classes/16-recursive-data-types/recursive/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/16-recursive-data-types/)
18:36:01	7413/7413	---M--	200	added ('OK')	image/png	etag:%2295317c9515fd6724787a092f9a6ed884%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/url-simple.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/url-simple.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/)
18:36:01	23021/23021	---M--	200	added ('OK')	image/png	etag:%2216f0cbb067dc7983270246657cf0aa39%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/url-with-hostname.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/url-with-hostname.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/)
18:36:03	54712/54712	---M--	200	added ('OK')	image/png	etag:%226d8d26f69dd17e6a8c09f2821b638612%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/url-with-recursive-hostname.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/url-with-recursive-hostname.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/)
18:36:04	29714/29714	---M--	200	added ('OK')	image/png	etag:%22a4941c6b4ba25dfcf8342f920c773dca%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/markdown.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/markdown.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/)
18:36:05	36748/36748	---M--	200	added ('OK')	image/png	etag:%22b850a69e52431d714292823ddeb1a99f%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/html.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/figures/html.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/)
18:36:07	9598/9598	---M--	200	added ('OK')	image/png	etag:%22e0c38d0aa2e86c24680928c7175d5934%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/18-parser-generators/figures/intexpr-parse-tree.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/18-parser-generators/figures/intexpr-parse-tree.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/18-parser-generators/)
18:36:07	15952/15952	---M--	200	added ('OK')	image/png	etag:%22f813c55964fe062ce196d502a26419f9%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/shared-memory.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/shared-memory.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/)
18:36:09	6752/6752	---M--	200	added ('OK')	image/png	etag:%22fb0b4ab0f90e1926a7667ab98aa741d8%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/message-passing.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/message-passing.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/)
18:36:09	73628/73628	---M--	200	added ('OK')	image/png	etag:%22c0d27c5a74cfe449d004f16cf7662cf6%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/time-slicing.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/time-slicing.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/)
18:36:11	47505/47505	---M--	200	added ('OK')	image/png	etag:%2229480f47a80fd8fe08acc25c16f78030%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/shared-memory-bank-account.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/shared-memory-bank-account.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/)
18:36:11	12385/12385	---M-Z	200	added ('OK')	text/html	etag:%22c43a16ef81b35c3e4ebfa9db17b5ae54%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/anonymous-runnable/	ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/anonymous-runnable/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/)
18:36:12	65690/65690	---M--	200	added ('OK')	image/png	etag:%227fcc578cc783d010176f77517cffe612%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/message-passing-bank-account.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/figures/message-passing-bank-account.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/19-concurrency/)
18:36:13	2945/2945	---M--	200	added ('OK')	image/png	etag:%2294c713f1d8eec893767e52dad8e938cb%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/20-thread-safety/figures/confinement-0.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/20-thread-safety/figures/confinement-0.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/20-thread-safety/)
18:36:14	19749/19749	---M--	200	added ('OK')	image/png	etag:%22ad443ebc4c017f384effbc6d73b4a1d5%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/figures/multiprocessor.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/figures/multiprocessor.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/)
18:36:15	31832/31832	---M--	200	added ('OK')	image/png	etag:%2204342e5183dd4c0c3428016bde120c17%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/figures/network.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/figures/network.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/)
18:36:17	15675/15675	---M--	200	added ('OK')	image/png	etag:%2233285ef1e095cb38b8490e574b05fad9%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/figures/producer-consumer.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/figures/producer-consumer.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/)
18:36:18	97489/97489	---M--	200	added ('OK')	image/png	etag:%22bfc078652f4528b04976dca395432f94%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/figures/message-passing-bank-account.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/figures/message-passing-bank-account.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/)
18:36:19	71501/71501	---M--	200	added ('OK')	image/png	etag:%224bdb2a1931a66d89626697757f86cae0%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/figures/shared-memory-bank-account.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/figures/shared-memory-bank-account.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/)
18:36:20	61023/61023	---M--	200	added ('OK')	image/png	etag:%2217948c051fe5b7f47e23b865c3196f3f%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/figures/locks-bank-account.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/figures/locks-bank-account.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/)
18:36:22	33962/33962	---M--	200	added ('OK')	image/png	etag:%227308e875713487bee9b5c02aaebaa948%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/figures/deadlock.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/figures/deadlock.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/)
18:36:23	87695/87695	---M--	200	added ('OK')	image/png	etag:%22ec56d9956400b070ca7cb9882be203d9%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/view-tree-screenshot.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/view-tree-screenshot.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/)
18:36:24	58016/58016	---M--	200	added ('OK')	image/png	etag:%2228beb5cf64095d2de83fee64385b6688%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/view-tree-snapshot.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/view-tree-snapshot.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/)
18:36:25	123652/123652	---M--	200	added ('OK')	image/png	etag:%2296d738719df8b7d24da1edb809325622%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/mvc.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/mvc.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/)
18:36:27	137260/137260	---M--	200	added ('OK')	image/png	etag:%221df170e9cd58ae46baf7f6927d4183ba%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/mvc-textfield.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/mvc-textfield.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/)
18:36:28	159915/159915	---M--	200	added ('OK')	image/png	etag:%22ef3ac9fd3df39a5d100e2987cbb4a46c%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/mvc-filesystem.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/figures/mvc-filesystem.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/)
18:36:29	1394/1394	---M-Z	200	added ('OK')	image/svg	etag:%220e660fd1a5dcdd6712c1f3e514049128%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/25-map-filter-reduce/fold-left.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/25-map-filter-reduce/fold-left.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/25-map-filter-reduce/)
18:36:30	1395/1395	---M-Z	200	added ('OK')	image/svg	etag:%22c50b526a120d1a32c94163538d7d0566%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/25-map-filter-reduce/fold-right.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/25-map-filter-reduce/fold-right.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/25-map-filter-reduce/)
18:36:31	11029/11029	---M--	200	added ('OK')	image/png	etag:%22ab797746948dfcbfdfd9e15183e46543%22	https://ocw.mit.edu/ans7870/6/6.005/s16/getting-started/perspectives.png	ocw.mit.edu/ans7870/6/6.005/s16/getting-started/perspectives.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/getting-started/eclipse.html)
18:36:32	50898/50898	---M--	200	added ('OK')	image/png	etag:%2252bc6bf49026c90ad38175d6b3bb178a%22	https://ocw.mit.edu/ans7870/6/6.005/s16/getting-started/command-click.png	ocw.mit.edu/ans7870/6/6.005/s16/getting-started/command-click.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/getting-started/eclipse.html)
18:36:33	27121/27121	---M--	200	added ('OK')	image/png	etag:%22c540e352a448031989a4e2ab75152450%22	https://ocw.mit.edu/ans7870/6/6.005/s16/getting-started/rename.png	ocw.mit.edu/ans7870/6/6.005/s16/getting-started/rename.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/getting-started/eclipse.html)
18:36:34	19500/19500	---M--	200	added ('OK')	application/zip	etag:%22d24108b09292988e7562dd577271d297%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps0/ps0.zip	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps0/ps0.zip	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps0/)
18:36:35	90646/90646	---M--	200	added ('OK')	application/zip	etag:%22f42912d297a519c5174f4284ec4de4cc%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps1/ps1.zip	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps1/ps1.zip	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps1/)
18:36:36	19733/19733	---M--	200	added ('OK')	application/zip	etag:%22a3401c22859f0fb8a11f0a67983ec9dc%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/ps2.zip	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/ps2.zip	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:37	2813/2813	---M-Z	200	added ('OK')	text/html	etag:%229e2bd2fd22174404c3971939c6a06d71%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/doc/index.html?graph/Graph.html	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/doc/index3a59.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:38	2813/2813	---M-Z	200	added ('OK')	text/html	etag:%229e2bd2fd22174404c3971939c6a06d71%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/doc/index.html?poet/GraphPoet.html	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/doc/indexfa6f.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:39	1195/1195	---M-Z	200	added ('OK')	text/html	etag:%224317e62f5d6495c49908495a864b1a43%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/equality-todo.html	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/equality-todo.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:40	570/570	---M--	200	added ('OK')	image/gif	etag:%22cdb17b94c40f3d4b8749d5f541485991%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-java-file.gif	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-java-file.gif	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:40	207/207	---M--	200	added ('OK')	image/gif	etag:%220a43ad8d77005c5848728013bb89c17e%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-junit.gif	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-junit.gif	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:41	319/319	---M--	200	added ('OK')	image/gif	etag:%229b46e068749b1d104070a6a6e16f0703%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-warning.gif	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-warning.gif	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:42	338/338	---M--	200	added ('OK')	image/gif	etag:%22e2cf2e0c863129aae3d9d2284a746852%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-error.gif	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-error.gif	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:43	709/709	---M--	200	added ('OK')	image/gif	etag:%2265db7e34de4081fc0c55656c9094ca77%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-source-folder.gif	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-source-folder.gif	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:44	226/226	---M--	200	added ('OK')	image/gif	etag:%22a7f0cf4d4ba352f0df6bdf6411805066%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-junit-success.gif	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/icon-junit-success.gif	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:45	49319/49319	---M--	200	added ('OK')	image/png	etag:%22f4df89c87b7df5e564dfe37a80014236%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/example-corpus.png	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/example-corpus.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:47	3392/3392	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2010:36:47%20GMT	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/example-graph-{index}.png	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/example-graph-{index}.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:47	50981/50981	---M--	200	added ('OK')	image/png	etag:%22b068bbcb341c9e8baa6a6239cf8c37e8%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/example-graph-0.png	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/figures/example-graph-0.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/)
18:36:51	2991/2991	---M--	200	added ('OK')	image/png	etag:%22803ad999ccbdd1111a4b6d64af061975%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/figures/rule0.png	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/figures/rule0.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/)
18:36:51	1363201/1363201	---M--	200	added ('OK')	application/zip	etag:%22e478e25eaf763351137c6f0caf742cac%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/ps3.zip	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/ps3.zip	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/)
18:36:52	2901/2901	---M--	200	added ('OK')	image/png	etag:%22c4be05eb4fabee219d4e738b7fa48517%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/figures/rule1.png	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/figures/rule1.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/)
18:36:52	3350/3350	---M--	200	added ('OK')	image/png	etag:%22e12d1c631c00f99458e18b0d8e1388a8%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/figures/rule2.png	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/figures/rule2.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/)
18:36:54	3715/3715	---M--	200	added ('OK')	image/png	etag:%2260f8fdb42f965c5c97cfb959207831dc%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/figures/rule3.png	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/figures/rule3.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/)
18:36:54	12354/12354	---M--	200	added ('OK')	application/zip	etag:%22aa2fbba929b4a3434a7a3c180cc1c664%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps4/ps4.zip	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps4/ps4.zip	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps4/)
18:36:55	3392/3392	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2010:36:55%20GMT	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps4/minesweeperGUI.jar	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps4/minesweeperGUI.jar	(from https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps4/)
18:36:57	39092/39092	---M--	200	added ('OK')	image/png	etag:%2241642651879a1bd139f95448e412691a%22	https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/musicnotes.png	ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/musicnotes.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/)
18:36:58	95/95	---M-Z	200	added ('OK')	text/plain	etag:%2247566f7885e09bf70e5496a876f30901%22	https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/sample_abc/scale.abc	ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/sample_abc/scale.abc	(from https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/)
18:36:59	1366719/1366719	---M--	200	added ('OK')	application/zip	etag:%224044aa85af40978b77198394328dc018%22	https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/abcplayer.zip	ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/abcplayer.zip	(from https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/)
18:37:00	24062/24062	---M-Z	200	added ('OK')	text/html	etag:%226502a14d305a17ae7de3ba6c66eb4aed%22	https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/spec/	ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/spec/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/)
18:37:00	5886/5886	---M-Z	200	added ('OK')	text/html	etag:%225da71ee04d2a0b74ec6410a23a8fbd16%22	https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/team-contract/	ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/team-contract/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/)
